Name,Surname,Country,Job,Age,Experience,Salary
Shannon,Davis,New Zealand,"Therapist, drama",27,6,56152
Guy,Byrd,Monaco,Interior and spatial designer,35,13,38605
Caroline,Flores,Mozambique,Barrister,31,3,77250
Rebecca,Chandler,Panama,"Buyer, retail",38,5,90260
Tiffany,Ortega,Tokelau,Set designer,59,7,86444
Jason,Cox,Sri Lanka,Lawyer,29,15,66071
David,Smith,Mayotte,Exercise physiologist,50,6,56307
Miguel,Mckay,Congo,Police officer,60,2,79940
Derrick,Woods,Saint Barthelemy,Geographical information systems officer,48,5,93425
Veronica,King,Uzbekistan,Jewellery designer,35,14,48894
Michelle,Cole,Poland,Medical laboratory scientific officer,35,12,90439
Amanda,Keith,Samoa,"Scientist, physiological",59,15,85259
Eileen,Chen,Norway,Environmental manager,26,2,43013
Christy,Thompson,South Africa,"Production assistant, television",40,10,43060
Randy,Wilson,Mongolia,Theatre stage manager,46,12,74768
James,Alexander,Ethiopia,"Producer, television/film/video",31,7,69004
Gary,Snyder,Niger,International aid/development worker,36,10,76360
Antonio,Walker,Turks and Caicos Islands,Information officer,51,12,85302
Robert,Reynolds,Paraguay,Insurance claims handler,30,13,56117
Nicole,Rodriguez,Egypt,"Librarian, academic",28,2,91755
Jennifer,Moran,Uganda,"Programmer, systems",49,8,65580
Juan,Barrett,Gabon,Set designer,51,7,94645
Phillip,Jones,Switzerland,Recruitment consultant,45,6,34168
Jessica,White,Guatemala,Games developer,48,5,72064
Michael,Miles,Guam,"Engineer, structural",42,2,70157
Robin,Wiggins,Congo,Interpreter,60,13,44604
Kayla,Munoz,Ireland,Hotel manager,41,1,61672
Dylan,Schroeder,Tuvalu,"Research officer, government",40,4,35246
Mallory,Perez,Zimbabwe,Technical sales engineer,29,12,86926
Stephanie,Benjamin,Saudi Arabia,Community development worker,30,12,91613
Gary,Taylor,Tokelau,"Engineer, building services",54,4,42924
Jeremy,Norton,Kyrgyz Republic,Broadcast presenter,55,5,61272
Thomas,Hobbs,Brunei Darussalam,Translator,50,13,34305
Jose,Collins,Netherlands,Special effects artist,49,2,81683
Vincent,Callahan,Gambia,Contracting civil engineer,59,4,67845
Maria,Fernandez,South Africa,Systems developer,47,15,43395
Cheryl,Peterson,Vietnam,Paramedic,46,10,47632
Felicia,Washington,Estonia,Clinical psychologist,53,2,38758
Matthew,Hutchinson,Morocco,Medical sales representative,60,13,61478
Barry,Gardner,Armenia,"Presenter, broadcasting",31,15,95207
Karen,Porter,Oman,IT consultant,54,9,66148
Robert,Willis,Trinidad and Tobago,"Engineer, land",35,7,71498
Jesse,Robinson,Saint Lucia,"Conservator, furniture",36,6,94409
Heather,Petersen,Australia,Writer,27,3,96411
James,Pace,Tuvalu,"Conservator, museum/gallery",47,13,72461
Alexandra,Turner,Turks and Caicos Islands,Exercise physiologist,45,10,88004
Brian,Ramirez,Panama,Records manager,46,6,33069
Christina,Jackson,Argentina,Further education lecturer,29,8,33637
Misty,Flores,Sierra Leone,Senior tax professional/tax inspector,55,14,93989
Alisha,White,Pakistan,"Designer, ceramics/pottery",50,8,94727
Jasmin,Nelson,Sweden,"Surveyor, quantity",48,12,62251
Nicholas,Larsen,Qatar,Exhibition designer,59,8,65329
Nathan,Bonilla,Uruguay,Diagnostic radiographer,43,12,35555
Eric,Williams,United States Virgin Islands,Television/film/video producer,27,4,34480
Jillian,Richardson,Switzerland,"Horticulturist, amenity",53,9,58028
Deanna,Frazier,Zambia,Child psychotherapist,59,2,58783
Chris,Munoz,Saint Vincent and the Grenadines,Cartographer,42,6,75941
Valerie,Johnson,Swaziland,Regulatory affairs officer,49,2,36535
Michael,Beck,Ecuador,"Production designer, theatre/television/film",44,3,51463
Loretta,Day,Netherlands,"Lecturer, higher education",43,7,94968
Anthony,Ross,Pakistan,"Designer, multimedia",44,12,96473
Jennifer,Brown,Armenia,"Teacher, primary school",35,7,89876
Brenda,Mcneil,Yemen,"Engineer, production",54,15,42438
Monica,Dominguez,Saint Barthelemy,"Administrator, Civil Service",41,12,84871
Matthew,Garrett,Sri Lanka,Water engineer,32,7,62339
Jimmy,Simpson,Azerbaijan,Exhibition designer,54,11,34030
Joseph,Hampton,Luxembourg,Dancer,53,10,85813
Donna,Bishop,Lao People's Democratic Republic,Paediatric nurse,32,12,40856
Kenneth,Russell,Bahamas,"Civil engineer, contracting",30,10,59018
Scott,Jones,Suriname,Training and development officer,42,2,50605
Morgan,Long,Niger,Rural practice surveyor,36,3,75542
Brandy,Guerra,Malawi,"Engineer, broadcasting (operations)",54,11,46717
Robert,Bridges,Rwanda,"Nurse, adult",59,14,74677
Jason,Woods,Western Sahara,"Scientist, research (medical)",49,15,30230
Catherine,Collins,Qatar,Location manager,33,13,44334
Mark,Ryan,Serbia,Housing manager/officer,32,11,50041
Shane,Moss,Kyrgyz Republic,Transport planner,27,15,54920
Pamela,Hamilton,Guatemala,"Engineer, agricultural",36,13,37168
Jessica,Wood,Sao Tome and Principe,Contractor,52,7,86314
Isabella,Collins,Bahamas,"Therapist, horticultural",49,1,84147
Michael,Simmons,Mali,"Designer, industrial/product",55,4,75217
Ronald,Blanchard,Uganda,"Therapist, art",30,3,37507
Adrian,White,Kenya,Environmental health practitioner,54,5,38566
Douglas,Sanford,Sao Tome and Principe,"Designer, blown glass/stained glass",31,15,69955
Christopher,Owen,Madagascar,Dramatherapist,43,7,59191
David,Beltran,Zimbabwe,Food technologist,35,8,42059
Ashley,Ho,Faroe Islands,Marine scientist,28,10,94793
Michael,Valentine,Austria,Meteorologist,33,10,47783
Michael,Hill,Isle of Man,General practice doctor,29,12,96166
Oscar,Lopez,Uzbekistan,Tax inspector,28,15,43147
Shelby,Casey,Svalbard & Jan Mayen Islands,Network engineer,50,13,93152
Antonio,James,Iceland,Economist,39,15,50030
Stephanie,Rich,Saint Barthelemy,Copy,53,10,38769
Anthony,Brown,United States Virgin Islands,Museum/gallery curator,28,2,71598
Tiffany,Prince,Bosnia and Herzegovina,Careers adviser,46,12,60713
Edward,Quinn,Fiji,Field trials officer,43,10,77257
Lee,Owens,United Arab Emirates,Geophysical data processor,48,9,71401
Daniel,Sanchez,Turks and Caicos Islands,"Engineer, broadcasting (operations)",58,14,51554
Monica,King,French Southern Territories,"Surveyor, mining",54,1,42648
Gary,Hughes,Guam,Jewellery designer,44,2,79441
James,Mccarthy,Croatia,"Producer, radio",25,14,52358
Tara,Mcmahon,Uruguay,Information officer,42,7,47945
Ellen,Smith,Romania,"Scientist, research (life sciences)",46,6,73159
Tracy,Douglas,Nepal,Market researcher,41,9,51590
Vincent,Costa,Mozambique,"Production designer, theatre/television/film",52,4,89729
Joshua,Cervantes,Liechtenstein,Health and safety inspector,31,3,80140
Katrina,Gonzalez,Belize,Office manager,25,14,32561
Steven,Hinton,Central African Republic,Neurosurgeon,55,13,33866
Nathan,King,Sweden,Medical secretary,41,6,66098
Maria,Jackson,Morocco,"Engineer, communications",33,4,82568
Sara,Henry,Ecuador,Public relations officer,26,5,65226
Victor,Walsh,Cape Verde,Commercial horticulturist,58,9,39956
Valerie,Marshall,New Caledonia,Outdoor activities/education manager,33,15,44841
Emily,Whitaker,Maldives,"Development worker, international aid",31,8,56707
Hannah,Harvey,Vietnam,Brewing technologist,37,12,76971
Dylan,Morales,Saint Lucia,Immigration officer,37,1,68466
Donna,Horn,Kiribati,Environmental health practitioner,37,2,46469
Stephanie,Barnett,Nepal,TEFL teacher,34,9,73020
Ronald,Lawson,Singapore,Chief Marketing Officer,47,2,85310
Daniel,Thompson,North Macedonia,Trade union research officer,37,5,81017
Kenneth,Hernandez,Dominica,"Lecturer, higher education",52,8,46380
Meghan,Smith,Antigua and Barbuda,Commercial art gallery manager,60,7,58643
Courtney,Davis,New Zealand,Astronomer,32,10,47374
Jordan,Dillon,Northern Mariana Islands,Civil Service administrator,27,13,70732
Benjamin,Dixon,United States Minor Outlying Islands,Immigration officer,53,6,33386
Jeffrey,Ramos,Qatar,Proofreader,27,10,72717
Kelly,Riddle,Tuvalu,Medical technical officer,52,3,50342
Brandy,Simmons,Syrian Arab Republic,Forensic scientist,50,2,69368
Richard,White,Belgium,"Buyer, industrial",31,9,32313
Jaime,Silva,Brazil,Politician's assistant,60,9,58153
Tammy,Williams,Mexico,Quality manager,49,8,35295
Nicole,Richmond,Honduras,"Librarian, academic",54,2,44465
Thomas,Gomez,Paraguay,Theatre stage manager,39,1,31172
Kevin,Brady,South Africa,"Designer, exhibition/display",29,11,62387
Stephanie,Goodman,Fiji,"Designer, graphic",60,3,48297
Jacqueline,Lynch,Turkey,Arboriculturist,60,4,97215
Timothy,Edwards,Cyprus,"Pharmacist, hospital",59,7,46394
Tamara,Riley,Sudan,"Conservation officer, historic buildings",60,9,80118
Sean,Ward,New Zealand,"Doctor, hospital",45,12,44672
Tyler,Harper,Saint Helena,Building control surveyor,56,15,68985
Brian,Patterson,Falkland Islands (Malvinas),Surgeon,48,4,83503
Erica,Estrada,Nauru,Control and instrumentation engineer,48,15,67951
Kristin,Turner,Aruba,"Accountant, chartered management",59,14,74858
Ronnie,Chapman,Togo,IT technical support officer,45,14,91718
Bryan,Santos,Afghanistan,Illustrator,29,14,75190
Heather,Palmer,Canada,Bookseller,39,10,81037
Mercedes,Fuentes,Lesotho,Video editor,40,4,54908
Yvonne,Carter,Christmas Island,"Scientist, research (life sciences)",54,5,32361
Patrick,Anderson,Bolivia,"Production designer, theatre/television/film",48,4,68425
Michael,Gordon,Greece,Jewellery designer,41,13,77254
Beth,Rogers,Anguilla,Tax inspector,57,2,57094
Daniel,Smith,Sri Lanka,"Designer, exhibition/display",31,11,70213
Vanessa,Browning,Bermuda,Higher education careers adviser,39,3,74432
Raymond,Cabrera,New Caledonia,Financial adviser,36,12,65541
Mackenzie,Oliver,Macao,"Surveyor, hydrographic",29,11,78195
David,Mayo,Antarctica (the territory South of 60 deg S),"Journalist, broadcasting",42,10,54289
Emily,Garner,New Zealand,Press photographer,54,9,70311
Chris,Guerrero,Norfolk Island,"Administrator, arts",32,5,46364
Julie,Mcclure,Ethiopia,Economist,28,2,93508
Bryan,Christian,Grenada,Occupational hygienist,42,7,38184
Tina,Villa,Singapore,"Scientist, forensic",49,3,83073
Jason,Brown,Guinea,Fisheries officer,35,11,35762
Renee,Webb,Equatorial Guinea,Fashion designer,40,6,90809
Kevin,Rogers,Papua New Guinea,Careers adviser,55,5,72228
Sarah,Lane,Equatorial Guinea,"Scientist, biomedical",41,4,78446
Holly,Wilson,Samoa,Cabin crew,50,2,40853
Amy,Peters,Saint Lucia,Drilling engineer,41,13,78336
Gabrielle,Ramirez,Iceland,Nutritional therapist,25,12,90218
Stephanie,Lyons,Venezuela,Bookseller,54,4,81601
Eric,Bennett,Nigeria,Ceramics designer,34,15,98765
Shelby,Chapman,Denmark,"Education officer, museum",53,12,81898
Christopher,Taylor,Bangladesh,"Research officer, government",33,11,65096
David,Lucero,Djibouti,"Engineer, mining",59,1,71347
Sarah,Rivera,Sri Lanka,Network engineer,41,8,83786
Todd,Fowler,Burundi,"Engineer, energy",54,1,97973
Hannah,Krueger,Norfolk Island,Surgeon,38,11,37534
Deborah,David,Vanuatu,Database administrator,26,10,51898
Brooke,Rangel,Isle of Man,Analytical chemist,48,8,70945
James,Scott,Saudi Arabia,Fashion designer,47,12,31316
Michael,Alvarado,Bahrain,Chiropodist,41,3,61265
Emily,Alvarez,Cambodia,"Geologist, engineering",31,12,35773
Ricardo,Roberts,Dominican Republic,"Engineer, agricultural",27,9,76558
Gabrielle,Bond,Liberia,Tax inspector,26,6,66246
Rebecca,Mcclain,Papua New Guinea,Marketing executive,51,6,49604
Gwendolyn,Osborne,Nauru,Information systems manager,33,7,69915
Douglas,Gibbs,Fiji,Pension scheme manager,26,13,48791
Julie,Nguyen,Argentina,Health visitor,38,1,41736
Lisa,Hamilton,Equatorial Guinea,Warden/ranger,36,7,62329
Julia,Stewart,Tuvalu,Geoscientist,56,4,62077
Luis,Barnes,Christmas Island,Airline pilot,60,13,85704
Desiree,Thornton,El Salvador,Electronics engineer,31,11,82373
Corey,Friedman,Venezuela,"Production designer, theatre/television/film",46,13,73242
Briana,Griffin,United Arab Emirates,Theatre director,43,3,62197
Danielle,Barnett,Macao,Land/geomatics surveyor,31,10,85717
Stefanie,Santiago,Equatorial Guinea,Conference centre manager,27,6,71150
Raymond,Reynolds,New Zealand,Call centre manager,35,10,58883
Isabella,Hanson,Timor-Leste,Clinical cytogeneticist,44,8,80839
Teresa,Anderson,Ethiopia,Contracting civil engineer,43,3,68613
Linda,Huff,Mongolia,"Psychologist, occupational",31,15,54238
Heather,Blackwell,Burundi,Charity fundraiser,38,7,54166
Javier,Farmer,Peru,Medical physicist,31,2,42267
Hunter,Wong,Japan,Conference centre manager,47,3,95283
Victoria,Townsend,Malta,Multimedia programmer,57,14,31773
Kathryn,Romero,Cape Verde,Technical brewer,28,8,78056
Patricia,Combs,Puerto Rico,Paediatric nurse,37,7,90404
Bonnie,Murray,Thailand,Armed forces operational officer,29,12,79637
Christopher,Williams,Lithuania,Race relations officer,35,3,59925
Carrie,Thomas,Armenia,Proofreader,35,3,71917
Kathryn,Carr,Netherlands Antilles,Retail banker,52,15,63757
Derrick,Peters,British Virgin Islands,Materials engineer,47,10,51236
Stephanie,Bell,Egypt,Financial risk analyst,38,14,99756
Sharon,Morris,United Kingdom,"Radiographer, therapeutic",25,6,64293
Molly,Webb,Belize,Solicitor,48,9,87255
Daniel,Johnson,Syrian Arab Republic,"Psychologist, forensic",48,1,99129
Katie,Lindsey,Austria,Exercise physiologist,43,3,73564
Erik,Long,Guatemala,Broadcast engineer,29,10,72806
Andrew,Holt,Bahrain,Advertising account planner,47,1,93078
Amanda,Chavez,Costa Rica,Medical technical officer,55,12,53493
Andrew,Smith,United Kingdom,Pensions consultant,28,3,86622
Brandon,Fitzpatrick,Hungary,Retail buyer,34,3,35126
Jeffrey,Vega,Morocco,Land/geomatics surveyor,28,7,64987
Sarah,Spencer,British Indian Ocean Territory (Chagos Archipelago),Insurance underwriter,60,2,59636
Anna,Thompson,Northern Mariana Islands,"Programmer, applications",46,4,78167
Mason,Garcia,India,Chief Technology Officer,39,14,84496
Troy,Wilson,Kiribati,Barista,60,7,98495
Jennifer,Reynolds,Austria,Technical brewer,42,12,53227
Debra,Harris,Turks and Caicos Islands,"Journalist, broadcasting",29,4,83440
Laura,Anderson,French Southern Territories,"Doctor, hospital",32,7,83060
Dawn,Macdonald,Somalia,Paediatric nurse,31,10,37036
Frances,Wood,Monaco,"Conservator, furniture",52,14,61141
Joseph,Smith,Belarus,"Psychologist, sport and exercise",45,2,93445
Melissa,Schmidt,Reunion,"Accountant, chartered management",39,6,36215
Valerie,Thomas,Hungary,Radio producer,51,1,65677
Andrew,Hanna,Palau,Ranger/warden,27,10,68011
Christine,Mann,Western Sahara,"Designer, jewellery",55,4,34824
Andrew,Morgan,Bermuda,TEFL teacher,34,7,67164
Thomas,Garcia,Spain,Computer games developer,54,2,51497
Kevin,Preston,Iran,Naval architect,34,7,83530
Rachael,Thomas,Cape Verde,"Buyer, retail",29,5,63988
Arthur,Evans,Argentina,Pharmacologist,57,8,33520
Joshua,Williams,Yemen,Lobbyist,32,5,95140
Rachel,Humphrey,Ukraine,Applications developer,59,12,64909
Donald,Jenkins,Dominican Republic,Primary school teacher,44,4,49685
William,Hickman,United States Minor Outlying Islands,Advertising account planner,36,14,69137
Yolanda,Schmidt,Hungary,Environmental consultant,45,8,77869
Catherine,Morales,Mongolia,Database administrator,48,3,49404
Denise,Rivera,South Georgia and the South Sandwich Islands,Financial risk analyst,60,11,62364
John,Townsend,Paraguay,"Civil engineer, consulting",32,6,62172
Scott,Santana,India,"Copywriter, advertising",51,1,65759
Rachael,Johnson,Saint Barthelemy,"Administrator, arts",57,8,69909
Shane,Olson,Algeria,Field seismologist,50,11,76723
David,Buck,Nigeria,Armed forces technical officer,36,8,83213
Sheila,Ramsey,Czech Republic,Dancer,47,7,80735
William,Diaz,Senegal,Teaching laboratory technician,37,12,83468
Bradley,Smith,Norway,Translator,55,1,98053
John,Bradley,Niue,Paramedic,56,3,58709
Jesse,Patel,France,Chemical engineer,51,7,74819
Michele,Yang,Bermuda,Private music teacher,48,3,67828
Dominique,Taylor,Papua New Guinea,"Surveyor, building control",38,6,86441
Matthew,Roth,Israel,"Engineer, civil (consulting)",39,15,85453
Cindy,Morgan,Portugal,"Development worker, community",35,13,55865
Ian,Burton,Cote d'Ivoire,"Social research officer, government",58,8,55311
Chad,Murillo,Armenia,Facilities manager,31,12,56857
Elizabeth,Clark,Mauritius,Mental health nurse,57,3,31570
Timothy,Bird,Austria,"Buyer, retail",39,13,41967
Heidi,Brady,French Southern Territories,Chartered public finance accountant,42,8,97226
Jasmine,Wilson,Guinea-Bissau,Radio broadcast assistant,40,6,84606
Cynthia,Humphrey,Uruguay,Biomedical engineer,27,5,32615
Christine,Vaughn,United States Virgin Islands,"Administrator, education",30,11,31208
Molly,Madden,Thailand,Arboriculturist,41,2,62689
Mark,Li,Antarctica (the territory South of 60 deg S),Production engineer,27,14,96126
George,Bailey,Cameroon,"Lighting technician, broadcasting/film/video",36,9,64212
Tara,Larsen,Tajikistan,Community education officer,60,2,93140
Marissa,Rangel,Papua New Guinea,Dealer,40,4,65138
Heather,Green,Honduras,"Psychologist, clinical",26,10,63344
Jennifer,Alvarez,Belarus,Pension scheme manager,52,11,63688
Gary,Hurst,Djibouti,Metallurgist,31,3,32851
Terri,Allen,Venezuela,Fish farm manager,56,9,66231
Nathaniel,Bush,Libyan Arab Jamahiriya,"Editor, commissioning",41,3,83858
Michelle,Romero,Reunion,Health and safety inspector,56,5,89582
Jacqueline,Love,Samoa,Commercial/residential surveyor,39,1,55043
Justin,Roberts,Korea,"Production assistant, television",52,10,57912
John,Sanford,Netherlands Antilles,Outdoor activities/education manager,38,6,59758
Rachael,Mccoy,United Arab Emirates,Education administrator,34,12,96395
Katrina,Conner,Mexico,Petroleum engineer,51,10,88382
Brandon,Rodriguez,Seychelles,Private music teacher,26,11,59120
Daniel,Alexander,Dominica,Sub,50,1,41036
Stacy,Smith,Ireland,"Engineer, maintenance (IT)",58,15,30859
Patricia,Clarke,Mali,Fashion designer,54,6,47915
Bob,Brown,Spain,Multimedia specialist,32,14,95244
John,Douglas,Antarctica (the territory South of 60 deg S),English as a foreign language teacher,40,3,49576
Michael,Garcia,Pitcairn Islands,Tourism officer,50,8,76268
Ethan,Walter,Pitcairn Islands,Freight forwarder,60,13,73037
Carlos,Lopez,Lebanon,Air cabin crew,45,2,40287
Regina,White,Saudi Arabia,Multimedia specialist,49,5,73255
Deborah,Krause,Malawi,Acupuncturist,40,10,91310
Kyle,Farmer,Costa Rica,Sub,51,2,45113
Bianca,Berry,Azerbaijan,Retail banker,31,14,65330
Margaret,Rush,Bulgaria,"Clinical scientist, histocompatibility and immunogenetics",26,10,32237
April,Ferguson,Sierra Leone,Diagnostic radiographer,51,15,54307
Cory,Wong,Madagascar,Product/process development scientist,58,2,46971
Brian,Johnson,Isle of Man,Electrical engineer,25,1,34540
Lisa,Wilson,Fiji,"Engineer, broadcasting (operations)",56,1,32571
Wesley,Mays,Slovakia (Slovak Republic),"Nurse, mental health",44,12,75778
Thomas,Stewart,Micronesia,Museum/gallery curator,53,2,35492
Jay,Clark,Saint Lucia,"Conservator, furniture",28,10,50834
Shane,Lopez,Iceland,"Clinical scientist, histocompatibility and immunogenetics",54,15,86308
Randy,Carney,Palestinian Territory,Youth worker,59,11,86517
